time (s),U,V,W
23.90625,-5.68,5.1,-0.08
23.9375,-4.85,4.93,-0.08
23.96875,-4.48,5.04,-0.19
24,-5.05,5.22,-0.49
24.03125,-4.36,4.88,0
24.0625,-4.4,5.62,-0.36
24.09375,-4.15,5.58,0.05
24.125,-4.24,5.62,-0.35
24.15625,-3.52,5.98,-0.44
24.1875,-3.08,5.49,-0.37
24.21875,-3.49,5.7,0.25
24.25,-2.97,6.06,0.18
24.28125,-3.78,5.78,-0.21
24.3125,-2.48,6.58,-0.17
24.34375,-2.51,6.25,-0.09
24.375,-2.86,6.52,-0.14
24.40625,-2.64,6.15,0.16
24.4375,-2.31,5.95,-0.01
24.46875,-1.75,6.67,0
24.5,-1.94,7.13,0.15
24.53125,-1.79,6.68,-0.3
24.5625,-2.01,6.75,-0.21
24.59375,-1.28,6.53,-0.08
24.625,-1.29,6.93,0.18
24.65625,-1.87,6.62,0.06
24.6875,-2.27,6.92,-0.16
24.71875,-1.89,6.68,0.57
24.75,-2.11,6.2,0.32
24.78125,-2.01,6.71,-0.28
24.8125,-1.94,6.62,0
24.84375,-2.34,6.43,0.36
24.875,-2.28,7.05,0.01
24.90625,-2.18,6.65,-0.15
24.9375,-1.91,6.64,-0.15
24.96875,-2.32,6.64,0.16
25,-2.13,6.28,0.05
25.03125,-2.2,7.06,0.44
25.0625,-2.22,7.06,0.21
25.09375,-1.53,6.55,0.39
25.125,-1.99,6.74,-0.05
25.15625,-1.77,7.04,-0.01
25.1875,-1.73,6.97,-0.14
25.21875,-1.35,7.01,0.11
25.25,-1.79,6.73,0.44
25.28125,-1.37,6.9,0.01
25.3125,-1.44,6.85,0.21
25.34375,-2.06,6.37,-0.07
25.375,-2.08,7.04,0.04
25.40625,-2.45,6.74,0.3
25.4375,-2.18,6.26,0.16
25.46875,-2.3,6.26,0.27
25.5,-2.35,6.69,-0.14
25.53125,-2.76,6.68,-0.19
25.5625,-2.37,6.79,0.23
25.59375,-1.93,6.86,0.37
25.625,-1.46,5.94,-0.15
25.65625,-2.09,6.56,0.09
25.6875,-2.57,6.53,-0.06
25.71875,-1.91,7.25,0.21
25.75,-2.4,7.02,0.25
25.78125,-2.93,6.76,0.17
25.8125,-2.61,6.32,0.12
25.84375,-2.5,6.63,0.37
25.875,-2.19,6.75,0.13
25.90625,-2.17,6.34,0.3
25.9375,-2.28,7.04,-0.02
25.96875,-2.91,6.93,-0.02
26,-2.07,6.4,-0.13
26.03125,-2.78,6.63,-0.09
26.0625,-2.58,6.48,0.14
26.09375,-2.84,6.35,0.09
26.125,-2.68,6.27,0.08
26.15625,-2.74,6.41,-0.27
26.1875,-2.87,6.81,-0.09
26.21875,-2.33,6.38,0.07
26.25,-2.78,6.35,0.26
26.28125,-2.59,6.35,0.16
26.3125,-2.67,6.59,0.3
26.34375,-3.15,5.61,-0.05
26.375,-2.97,6.35,0.32
26.40625,-2.77,6.14,-0.07
26.4375,-3.24,6.1,0.07
26.46875,-3.02,6.14,-0.22
26.5,-3.32,5.81,0.2
26.53125,-3.33,5.68,0.16
26.5625,-2.89,6.2,0.14
26.59375,-3.23,6.4,0.34
26.625,-3.71,5.68,0.17
26.65625,-3.68,6.02,0.02
26.6875,-3.65,5.61,0.17
26.71875,-3.3,6.3,-0.03
26.75,-3.58,5.89,0.09
26.78125,-3.79,5.7,-0.02
26.8125,-3.54,5.66,-0.54
26.84375,-3.85,5.36,0.23
26.875,-3.59,5.34,0.2
26.90625,-4.06,5.92,-0.3
26.9375,-3.62,5.31,-0.38
26.96875,-4.05,5.92,-0.14
27,-3.79,5.43,0.15
27.03125,-3.97,6.25,0.03
27.0625,-3.88,5.44,0.16
27.09375,-3.75,5.51,-0.04
27.125,-4.19,5.52,0.23
27.15625,-4.26,5.48,-0.08
27.1875,-4.08,5.57,-0.32
27.21875,-4.51,5.55,-0.03
27.25,-4.73,5.24,-0.14
27.28125,-4.07,5.25,0.34
27.3125,-4.38,5.32,-0.2
27.34375,-4.28,4.65,-0.23
27.375,-4.55,4.91,-0.06
27.40625,-4.68,4.56,-0.14
27.4375,-4.14,4.58,0.06
27.46875,-4.58,4.25,-0.22
27.5,-4.47,4.59,0.03
27.53125,-4.7,4.32,-0.38
27.5625,-4.7,4.29,0.15
27.59375,-5.2,3.76,-0.3
27.625,-4.58,4.11,0.04
27.65625,-5.13,3.83,-0.21
27.6875,-5.2,3.61,-0.14
27.71875,-5.2,3.29,-0.1
27.75,-5.32,3.21,-0.21
27.78125,-5.13,2.83,-0.04
27.8125,-5.39,3.06,-0.24
27.84375,-5.27,2.87,-0.17
27.875,-5.47,2.85,-0.48
27.90625,-5.4,2.46,-0.26
27.9375,-5.6,2.82,-0.12
27.96875,-5.86,2.56,-0.3
28,-5.3,2.24,0.2
28.03125,-5.78,2.9,-0.26
28.0625,-5.59,2.22,-0.39
28.09375,-5.62,2.09,0.19
28.125,-5.59,2.14,0.05
28.15625,-5.47,1.94,0.11
28.1875,-5.93,1.77,-0.06
28.21875,-5.69,2.04,-0.26
28.25,-5.5,1.2,-0.47
28.28125,-5.27,1.34,-0.11
28.3125,-5.7,0.78,-0.15
28.34375,-5.96,0.41,0.3
28.375,-6.33,0.85,-0.23
28.40625,-5.62,0.24,-0.12
28.4375,-5.37,-0.23,-0.16
28.46875,-5.97,0.02,-0.09
28.5,-6.05,-0.21,0
28.53125,-5.61,-0.39,-0.26
28.5625,-6.03,-0.78,-0.1
28.59375,-5.63,-0.12,-0.43
28.625,-5.81,-0.31,-0.22
28.65625,-5.57,-0.61,-0.29
28.6875,-5.7,-1.13,-0.25
28.71875,-5.97,-0.68,-0.12
28.75,-5.77,-0.61,-0.08
28.78125,-5.74,-0.7,-0.1
28.8125,-5.22,-0.86,0.3
28.84375,-5.4,-0.95,0.17
28.875,-5.66,-0.85,-0.22
28.90625,-5.8,-0.91,0.16
28.9375,-5.48,-0.87,0.16
28.96875,-5.83,-0.57,-0.32
29,-5.86,-0.35,0.04
29.03125,-5.69,-1.01,-0.12
29.0625,-5.66,-0.78,0.06
29.09375,-5.62,-0.92,-0.05
29.125,-6.28,-0.69,0.06
29.15625,-5.58,-0.65,0.13
29.1875,-5.89,-0.8,0.26
29.21875,-5.64,-0.29,-0.07
29.25,-5.87,-0.29,0.14
29.28125,-5.7,-0.86,-0.17
29.3125,-6.02,-0.68,0.18
29.34375,-5.81,-0.65,0.05
29.375,-5.51,-1.16,-0.03
29.40625,-5.5,-1.22,0.14
29.4375,-5.55,-1.11,0.1
29.46875,-5.69,-1.01,0.54
29.5,-5.25,-1.22,0.19
29.53125,-5.74,-1.75,0.28
29.5625,-5.63,-2.03,-0.11
29.59375,-5.33,-1.32,0.09
29.625,-5.69,-2.09,-0.15
29.65625,-5.98,-1.66,-0.08
29.6875,-5.56,-2.02,0.28
29.71875,-5.24,-1.81,0.01
29.75,-5.33,-1.52,-0.07
29.78125,-4.99,-1.37,0.23
29.8125,-5.03,-2.45,0.11
29.84375,-5.29,-2.01,-0.04
29.875,-5.43,-2.1,0.23
29.90625,-4.82,-2.37,-0.01
29.9375,-4.63,-2.11,0.18
29.96875,-5.24,-2.48,-0.14
30,-5.35,-1.99,0.06
30.03125,-4.88,-2.55,0.21
30.0625,-4.87,-3.18,0.15
30.09375,-4.89,-2.69,0.07
30.125,-5.04,-2.49,-0.06
30.15625,-4.88,-2.78,0.1
30.1875,-4.67,-3.04,0.04
30.21875,-4.56,-3.29,-0.01
30.25,-4.64,-2.78,-0.05
30.28125,-4.64,-3.3,0.28
30.3125,-4.51,-3.06,-0.07
30.34375,-4.64,-3.03,-0.06
30.375,-4.28,-3.07,0.51
30.40625,-4.03,-3.14,-0.13
30.4375,-4.13,-3.73,0
30.46875,-4.05,-3.29,0.14
30.5,-4.56,-3.3,0.16
30.53125,-4.25,-3.42,0.09
30.5625,-3.76,-3.49,0.2
30.59375,-4.43,-3.49,0.09
30.625,-3.54,-3.9,0.01
30.65625,-4.07,-3.89,0.05
30.6875,-3.56,-3.79,0.25
30.71875,-3.61,-3.63,0.16
30.75,-3.97,-3.68,0.36
30.78125,-4.28,-3.84,0.29
30.8125,-3.44,-4.17,0.05
30.84375,-4.24,-3.7,0.4
30.875,-3.63,-3.86,0.04
30.90625,-3.76,-3.97,0.37
30.9375,-3.8,-4.11,0.09
30.96875,-3.59,-4.13,0.2
31,-3.76,-4.32,0.19
31.03125,-3.68,-4,0.35
31.0625,-3.21,-4.2,0.33
31.09375,-3.62,-4.04,0.26
31.125,-3.79,-4.12,0.25
31.15625,-3.33,-4.16,0.21
31.1875,-3.58,-4.53,0.26
31.21875,-3.13,-4.42,0.07
31.25,-3.61,-3.9,0.12
31.28125,-3.48,-4.31,0.6
31.3125,-3.65,-3.81,0.29
31.34375,-3.1,-4.62,0.27
31.375,-3.26,-3.88,0.3
31.40625,-3.77,-3.95,0.51
31.4375,-3.1,-4.16,0.48
31.46875,-3.53,-3.9,0.4
31.5,-4.16,-3.74,0.41
31.53125,-3.4,-4.04,0.21
31.5625,-3.98,-3.5,0.47
31.59375,-3.95,-3.8,0.47
31.625,-4.01,-3.82,0.39
31.65625,-3.75,-3.65,0.23
31.6875,-4.43,-3.51,0.17
31.71875,-4.29,-3.51,0.23
31.75,-4.18,-3.13,0.52
31.78125,-4.38,-2.85,0.7
31.8125,-4.42,-3.04,0.39
31.84375,-4.15,-2.94,0.15
31.875,-4.66,-2.96,0.44
31.90625,-4.4,-2.92,0.61
31.9375,-4.57,-2.71,0.66
31.96875,-4.67,-2.91,0.44
32,-4.42,-2.76,0.5
32.03125,-4.77,-2.41,0.52
32.0625,-5.16,-2.11,0.51
32.09375,-4.97,-2.44,0.2
32.125,-5.26,-2.04,0.3
32.15625,-4.97,-2.07,0.39
32.1875,-4.96,-1.94,0.35
32.21875,-5.47,-1.68,0.4
32.25,-5.13,-1.31,0.23
32.28125,-4.98,-1.2,0.28
32.3125,-4.99,-1.17,0.36
32.34375,-5.23,-1.19,0.3
32.375,-5.62,-0.53,0.32
32.40625,-5.83,-0.05,0.14
32.4375,-5.24,-0.27,0.31
32.46875,-5.84,0.11,0.18
32.5,-5.5,-0.29,0.16
32.53125,-5.22,-0.05,-0.07
32.5625,-5.12,0.24,-0.02
32.59375,-5.25,-0.04,0.01
32.625,-5.16,0.43,-0.13
32.65625,-5.13,0.59,0.14
32.6875,-5.35,0.94,-0.05
32.71875,-5.3,0.85,-0.16
32.75,-4.87,1.11,0.02
32.78125,-5.35,1.14,0.17
32.8125,-5,1.3,0.07
32.84375,-4.91,1.21,-0.23
32.875,-5.15,1.04,0.11
32.90625,-5.24,1.4,-0.3
32.9375,-4.8,1.2,-0.32
32.96875,-4.94,1.94,-0.21
33,-5.37,1.63,-0.14
33.03125,-4.59,1.65,-0.65
33.0625,-5.03,1.91,-0.31
33.09375,-4.78,1.86,-0.57
33.125,-5.4,1.76,-0.65
33.15625,-5.23,1.48,-0.54
33.1875,-5.08,1.93,-0.36
33.21875,-4.84,1.92,-0.71
33.25,-5.24,2,-0.69
33.28125,-5.13,1.84,-0.52
33.3125,-4.77,1.99,-0.59
33.34375,-4.68,2.15,-0.85
33.375,-4.55,1.86,-0.85
33.40625,-4.81,2.26,-1.02
33.4375,-4.79,2.06,-1.08
33.46875,-4.89,2.37,-0.95
33.5,-4.35,1.82,-1.18
33.53125,-4.63,2.54,-1.04
33.5625,-4.97,2.22,-1
33.59375,-4.01,1.49,-0.89
33.625,-4.6,2.73,-1.09
33.65625,-4.66,2.11,-1.12
33.6875,-4.42,2.28,-1.11
33.71875,-4.8,2.08,-1.16
33.75,-4.71,2.44,-1.31
33.78125,-4.26,2.16,-1.06
33.8125,-4.58,2.42,-0.96
33.84375,-4.29,2.19,-1.33
33.875,-4.28,2.73,-1.04
33.90625,-4.54,2.33,-1.55
33.9375,-4.55,2.54,-1.15
33.96875,-4.6,2.26,-1.57
34,-4.03,2.83,-1.32
34.03125,-4.67,2.94,-1.25
34.0625,-4.32,2.46,-1.38
34.09375,-4.56,2.76,-1.6
34.125,-4.4,2.19,-1.52
34.15625,-4.27,1.97,-1.49
34.1875,-4.63,2.89,-1.67
34.21875,-4.26,2.67,-1.64
34.25,-4.28,2.57,-1.63
34.28125,-4,2.33,-1.52
34.3125,-4,2.4,-1.37
34.34375,-4.14,2.66,-1.84
34.375,-4.17,2.07,-1.54
34.40625,-4.07,2.45,-1.72
34.4375,-3.95,2.45,-1.8
34.46875,-3.85,2.72,-2.14
34.5,-4.55,2.81,-2.25
34.53125,-4.16,2.52,-1.88
34.5625,-4.07,2.35,-1.48
34.59375,-4.42,1.8,-1.65
34.625,-4.17,3.21,-2.06
34.65625,-4.15,1.88,-1.94
34.6875,-3.87,3.01,-1.74
34.71875,-3.85,2.57,-1.9
34.75,-3.77,2.63,-1.9
34.78125,-3.97,2.36,-1.63
34.8125,-3.86,2.94,-1.92
34.84375,-3.76,2.69,-2.15
34.875,-3.88,2.71,-1.87
34.90625,-3.87,2.53,-1.87
34.9375,-3.88,2.55,-1.97
34.96875,-3.84,2.64,-1.38
35,-3.41,2.35,-1.85
35.03125,-3.84,2.69,-2
35.0625,-3.96,2.36,-1.71
35.09375,-3.52,2.3,-1.99
35.125,-3.46,2.45,-1.83
35.15625,-4.28,2.57,-2.12
35.1875,-4.1,2.44,-2.01
35.21875,-4.08,3.01,-2.18
35.25,-3.92,2.8,-2.32
35.28125,-3.92,2.82,-2.03
35.3125,-3.87,2.31,-1.99
35.34375,-4.21,2.96,-1.94
35.375,-4.04,2.79,-2.25
35.40625,-4.32,2.65,-1.99
35.4375,-4.06,2.74,-2.18
35.46875,-4.23,2.84,-2.04
35.5,-4.03,2.82,-2.22
35.53125,-3.54,1.96,-1.88
35.5625,-4.11,3,-1.9
35.59375,-4.68,2.76,-2.3
35.625,-4.54,2.97,-2.16
35.65625,-4.35,2.41,-2.23
35.6875,-4.36,3.21,-2.06
35.71875,-4.74,2.97,-2.52
35.75,-4.54,3.8,-2.25
35.78125,-4.21,2.84,-2.71
35.8125,-5.07,3.23,-2.58
35.84375,-5.14,3.24,-2.69
35.875,-4.92,3.66,-2.31
35.90625,-4.97,3.36,-2.39
35.9375,-5.38,3.21,-2.37
35.96875,-4.95,2.22,-2.28
36,-4.71,3.52,-2.42
36.03125,-5.32,3.28,-2.67
36.0625,-4.59,3.6,-2.77
36.09375,-4.83,3.54,-2.73
36.125,-5.62,3.48,-2.44
36.15625,-5.11,3.65,-2.83
36.1875,-4.98,3.41,-2.89
36.21875,-5.23,3.51,-2.78
36.25,-4.74,3.85,-2.43
36.28125,-4.95,3.6,-2.2
36.3125,-4.9,3.2,-2.28
36.34375,-5.01,3.99,-1.81
36.375,-5.33,3.81,-2.27
36.40625,-5.8,3.97,-2.63
36.4375,-5.02,3.59,-2.41
36.46875,-4.7,3.18,-2.34
36.5,-4.76,3.35,-2.28
36.53125,-5.11,3.38,-2.35
36.5625,-5.4,3.69,-2.67
36.59375,-5.32,2.75,-2.6
36.625,-5.68,2.89,-2.26
36.65625,-5.03,3.05,-2.35
36.6875,-5.65,3.12,-2.6
36.71875,-5.68,2.86,-2.11
36.75,-5.24,3.62,-2.64
36.78125,-4.75,2.52,-2.37
36.8125,-5.3,3.78,-2.19
36.84375,-5.35,2.84,-2.04
36.875,-5.68,2.61,-1.86
36.90625,-5.79,2.87,-2.33
36.9375,-5.86,3.18,-2.27
36.96875,-5.28,2.85,-1.73
37,-5.71,3.08,-1.74
37.03125,-5.63,3.05,-1.87
37.0625,-5.7,3.03,-1.24
37.09375,-6.21,2.21,-1.44
37.125,-6.15,2.61,-1.84
37.15625,-6.04,1.93,-1.62
37.1875,-5.86,3.2,-1.25
37.21875,-5.33,2.92,-1.17
37.25,-6.38,2.81,-1.32
37.28125,-5.91,2.86,-1.36
37.3125,-5.87,2.25,-0.85
37.34375,-6.03,2.96,-1.2
37.375,-5.72,2.44,-0.84
37.40625,-5.67,2.54,-0.63
37.4375,-6.06,2.55,-0.75
37.46875,-5.93,2.31,-0.41
37.5,-6.04,2.96,-0.59
37.53125,-5.58,2.36,-0.39
37.5625,-6.07,1.45,-0.13
37.59375,-5.89,2.35,-0.45
37.625,-6.1,2.44,0.22
37.65625,-5.99,2.5,-0.4
37.6875,-6.37,1.75,0.17
37.71875,-6.02,2.09,0.42
37.75,-5.64,1.51,0.23
37.78125,-6.54,1.6,0.09
37.8125,-6.29,2.15,0.04
37.84375,-6.2,1.8,0.57
37.875,-6.05,1.47,0.39
37.90625,-6.62,1.79,0.59
37.9375,-6.38,1.75,0.84
37.96875,-6.36,2.37,0.33
38,-6.18,1.64,0.54
38.03125,-5.87,1.7,0.16
38.0625,-5.99,1.54,0.66
38.09375,-6.04,1.52,0.68
38.125,-6.25,1.95,0.39
38.15625,-6.62,1.79,0.46
38.1875,-6.24,1.5,0.14
38.21875,-6.51,1.54,0.54
38.25,-6.09,1.77,0.29
38.28125,-6.56,1.42,0.58
38.3125,-6.68,1.48,0.82
38.34375,-7.12,1.73,0.67
38.375,-6.13,1.73,0.53
38.40625,-6.6,1.17,0.36
38.4375,-6.66,1.42,0.16
38.46875,-6.62,1.31,0.26
38.5,-6.18,1.5,0.59
38.53125,-6.48,0.74,0.17
38.5625,-6.84,1.47,0.47
38.59375,-6.23,1.38,0.41
38.625,-6.69,1.31,0.09
38.65625,-6.03,1.25,-0.09
38.6875,-6.56,1.41,-0.09
38.71875,-6.85,1.17,0.07
38.75,-6.56,1.03,0.26
38.78125,-6.45,1.54,0.34
38.8125,-6.62,0.73,-0.18
38.84375,-6.45,1.16,0.15
38.875,-6.35,1.79,0.33
38.90625,-6.73,1.24,-0.22
38.9375,-6.6,2.07,0.76
38.96875,-6.19,2.29,0.57
39,-6.68,2.26,0.17
39.03125,-6.51,1.81,0.29
39.0625,-6.84,2.18,0.36
39.09375,-6.26,1.88,0.26
39.125,-6.86,1.51,0.22
39.15625,-6.43,2.28,0.05
39.1875,-6.38,1.94,0.27
39.21875,-6.24,1.85,-0.02
39.25,-6.98,1.91,0
39.28125,-7.04,1.98,0.06
39.3125,-6.33,2.36,0.15
39.34375,-6.38,2.33,0.05
39.375,-6.37,1.91,-0.02
39.40625,-6.28,1.7,0.02
39.4375,-6.64,2.05,0.06
39.46875,-6.12,2.19,0.08
39.5,-6.32,2.06,-0.31
39.53125,-6.51,1.5,-0.28
39.5625,-6,1.63,0.05
39.59375,-6.13,2.03,0.06
39.625,-6.49,2.01,-0.36
39.65625,-6.39,1.76,0.08
39.6875,-6.31,1.27,0.18
39.71875,-6.63,1.48,-0.02
39.75,-6.27,1.61,0.1
39.78125,-6.14,1.41,0.04
39.8125,-6.34,1.42,0.32
39.84375,-6.07,1.33,0.09
39.875,-6.41,1.91,-0.13
39.90625,-6.03,1.94,0.01
39.9375,-6.77,0.85,0.14
39.96875,-6.32,1.31,-0.16
40,-6.15,2.1,0.38
40.03125,-5.27,1.74,0.13
40.0625,-6.58,1.79,-0.18
40.09375,-6.39,2.12,-0.06
40.125,-6.16,2.09,0.22
40.15625,-6.22,1.85,-0.27
40.1875,-6.02,1.08,0.22
40.21875,-6.82,2.17,0.02
40.25,-6.15,1.11,-0.1
40.28125,-6.18,1.88,-0.12
40.3125,-5.87,1.75,-0.25
40.34375,-6.48,1.07,0.23
40.375,-6.54,1.73,-0.22
40.40625,-6.38,2.09,-0.11
40.4375,-5.54,1.69,-0.05
40.46875,-6.38,1.35,-0.1
40.5,-6.07,0.9,-0.39
40.53125,-6.07,2.04,-0.17
40.5625,-6.37,1.51,-0.42
40.59375,-6.12,2.17,-0.08
40.625,-6.29,2.14,-0.2
40.65625,-6.27,1.19,-0.1
40.6875,-6.58,1.86,0.04
40.71875,-6.23,1.8,-0.32
40.75,-5.51,1.77,0.53
40.78125,-6,1.66,0.29
40.8125,-6.23,1.3,-0.17
40.84375,-5.93,1.5,-0.01
40.875,-6.31,2.1,0.04
40.90625,-6.42,1.8,0
40.9375,-6.41,1.65,0.05
40.96875,-6.66,2.05,-0.14
41,-6.1,1.65,-0.05
41.03125,-5.79,1.82,0.04
41.0625,-6.49,1.09,0.33
41.09375,-6.62,1.98,0.12
41.125,-6.01,2,0.33
41.15625,-5.88,1.82,-0.06
41.1875,-6.2,1.63,-0.26
41.21875,-6.36,1.84,-0.38
41.25,-6.51,1.92,0.13
41.28125,-6.35,1.82,0.21
41.3125,-5.82,1.72,-0.11
41.34375,-5.9,1.82,-0.17
41.375,-5.91,1.92,0.08
41.40625,-6.05,1.54,0.33
41.4375,-6.35,2.09,-0.03
41.46875,-6.03,1.85,-0.1
41.5,-5.53,1.53,-0.14
41.53125,-6.59,1.32,-0.09
41.5625,-6.14,1.32,0.27
41.59375,-5.46,1.8,-0.06
41.625,-6.15,2.04,0.42
41.65625,-5.47,1.67,0.2
41.6875,-6.42,2.29,0.12
41.71875,-5.88,1.52,0.23
41.75,-6.17,1.81,0.12
41.78125,-5.93,2.02,0.11
41.8125,-6.13,1.58,0.56
41.84375,-6.16,1.62,0.23
41.875,-6.22,1.82,0.16
41.90625,-5.99,1.82,0.14
41.9375,-5.98,1.51,0.2
41.96875,-6.35,1.52,0.52
42,-6.01,1.83,0.49
42.03125,-6.03,1.71,0.24
42.0625,-6.01,1.31,0.37
42.09375,-6.02,1.5,0.25
42.125,-6.64,1.79,0.26
42.15625,-6.07,1.64,0.72
42.1875,-6.51,1.7,0.41
42.21875,-6.51,2.15,0.38
42.25,-6.22,0.93,0.6
42.28125,-6.48,1.1,0.27
42.3125,-6.12,1.53,0.57
42.34375,-6.51,1.35,0.12
42.375,-6.28,0.88,0.7
42.40625,-6.36,1.43,0.53
42.4375,-5.59,1.3,0.37
42.46875,-6,1.69,0.17
42.5,-5.93,1.21,0.49
42.53125,-6.18,1.15,0.42
42.5625,-5.4,0.73,0.38
42.59375,-5.43,1.46,0.08
42.625,-5.65,1.47,0.24
42.65625,-5.95,0.87,0.25
42.6875,-5.29,1.02,0.4
42.71875,-5.99,1.09,0.11
42.75,-5.67,1.11,0
42.78125,-5.84,0.58,0.14
42.8125,-5.84,1.02,-0.23
42.84375,-5.25,1.08,-0.16
42.875,-5.92,1.03,0.03
42.90625,-5.87,1.02,0.29
42.9375,-5.7,0.85,-0.13
42.96875,-5.11,0.87,0.01
43,-5.35,0.48,0.19
43.03125,-5.78,1.25,-0.04
43.0625,-5.57,1.04,-0.13
43.09375,-5.3,0.95,-0.32
43.125,-5.22,1.36,-0.15
43.15625,-5.41,0.92,0.25
43.1875,-5.78,1.08,0.29
43.21875,-5.39,0.4,-0.12
43.25,-5.31,1.08,0.14
43.28125,-5.18,0.7,0.23
43.3125,-5.33,1.04,-0.03
43.34375,-5.17,0.53,0.12
43.375,-5.38,1.2,0.31
43.40625,-5.22,0.74,0.4
43.4375,-5.14,0.86,0.07
43.46875,-5.63,0.7,-0.1
43.5,-5.37,1.13,0.49
43.53125,-5.27,0.81,0.21
43.5625,-5.07,1.06,0.17
43.59375,-5.19,1.72,-0.02
43.625,-4.78,1.04,-0.04
43.65625,-5.7,1.08,-0.04
43.6875,-5.09,1.19,-0.1
43.71875,-4.83,1.04,0.03
43.75,-4.87,1.38,-0.21
43.78125,-5.26,1.15,-0.33
43.8125,-4.61,1.1,-0.13
43.84375,-4.9,1.09,-0.05
43.875,-5.07,0.77,-0.38
43.90625,-4.26,0.67,0.19
43.9375,-5.24,0.85,0.04
43.96875,-4.79,1.14,-0.13
44,-5.1,1.11,-0.21
44.03125,-4.77,1.05,-0.05
44.0625,-4.77,0.53,-0.39
44.09375,-4.68,0.91,0.2
44.125,-4.59,0.75,0.16
44.15625,-4.69,1.02,-0.1
44.1875,-4.51,1.27,0.09
44.21875,-4.48,1.24,-0.08
44.25,-4.82,1.01,-0.2
44.28125,-4.31,1.11,-0.01
44.3125,-4.42,1.56,-0.41
44.34375,-4.43,1.12,-0.33
44.375,-4.13,1.37,0.05
44.40625,-4.14,1.48,-0.3
44.4375,-4.6,1.63,0.01
44.46875,-4.76,1.98,-0.37
44.5,-4.36,2.25,-0.15
44.53125,-4.66,2.49,-0.3
44.5625,-4.34,2.47,-0.31
44.59375,-4.13,2.69,-0.29
44.625,-4.43,2.74,-0.32
44.65625,-4.02,2.46,-0.32
44.6875,-3.99,2.44,-0.19
44.71875,-4.12,2.73,-0.34
44.75,-3.53,2.78,-0.4
44.78125,-3.51,2.59,-0.25
44.8125,-3.71,2.98,-0.2
44.84375,-3.09,3.24,-0.45
44.875,-3.29,3.02,-0.41
44.90625,-3.36,3.08,-0.48
44.9375,-3.23,3.15,-0.6
44.96875,-3.09,3.47,-0.36
45,-2.93,3.33,-0.61
45.03125,-3.13,3.58,-0.7
45.0625,-2.78,3.1,-0.5
45.09375,-3.14,3.4,-0.75
45.125,-2.51,3.21,-0.89
45.15625,-2.65,3.19,-0.74
45.1875,-2.93,3.32,-0.76
45.21875,-2.86,2.83,-0.76
45.25,-2.7,2.92,-0.78
45.28125,-2.69,2.97,-0.87
45.3125,-2.66,3.18,-0.82
45.34375,-2.74,3.16,-1.06
45.375,-2.62,3.11,-1.02
45.40625,-3.02,2.83,-1.06
45.4375,-3.08,2.7,-1.13
45.46875,-2.71,2.73,-1.15
45.5,-2.8,2.93,-0.97
45.53125,-2.79,2.58,-1.2
45.5625,-3.13,2.68,-1.11
45.59375,-2.86,2.48,-0.92
45.625,-3.03,2.4,-1.09
45.65625,-2.92,2.07,-1.05
45.6875,-3.08,2.41,-1
45.71875,-2.92,2.42,-1.11
45.75,-2.67,2.56,-1.07
45.78125,-2.97,2.37,-1.07
45.8125,-2.92,2.34,-1.26
45.84375,-2.8,2.11,-1.02
45.875,-3.23,1.91,-1.28
45.90625,-2.59,2.05,-1.12
45.9375,-3,1.48,-1.39
45.96875,-3.22,1.69,-0.83
46,-3.56,1.77,-1.11
46.03125,-2.72,2.13,-1.11
46.0625,-2.78,1.62,-1.11
46.09375,-2.81,1.68,-0.83
46.125,-2.65,1.6,-1.15
46.15625,-2.75,1.85,-1.08
46.1875,-2.77,1.86,-1.01
46.21875,-3.25,1.82,-1.15
46.25,-3.05,1.76,-1.3
46.28125,-3.04,1.68,-1.04
46.3125,-3.15,1.57,-1.01
46.34375,-2.94,1.24,-1.08
46.375,-3.25,1.43,-0.85
46.40625,-2.99,1.37,-0.56
46.4375,-3.15,1.43,-0.74
46.46875,-3.02,1.42,-0.71
46.5,-3.39,1.09,-0.96
46.53125,-3.22,1.22,-0.54
46.5625,-3.53,1.63,-0.6
46.59375,-3.31,0.95,-0.49
46.625,-3.38,0.87,-0.91
46.65625,-3.46,0.98,-0.62
46.6875,-3.34,0.82,-0.47
46.71875,-3.27,1.04,-0.48
46.75,-3.26,1.19,-0.41
46.78125,-3.41,0.78,-0.4
46.8125,-3.37,0.9,-0.46
46.84375,-3.36,0.78,-0.18
46.875,-3.26,0.93,-0.28
46.90625,-3.41,1.22,-0.23
46.9375,-3.58,0.97,-0.29
46.96875,-3.53,1.24,-0.28
47,-3.18,1.26,-0.08
47.03125,-3.21,0.95,-0.09
47.0625,-3.31,1.15,0.04
47.09375,-3.42,1.16,0.2
47.125,-3.54,1.37,0.02
47.15625,-3.25,1.14,0.04
47.1875,-3.4,1.21,0.11
47.21875,-3.42,1.05,0.4
47.25,-3.47,1.21,0.19
47.28125,-3.44,1.27,0.27
47.3125,-3.44,1.04,0.45
47.34375,-3.61,1.07,0.25
47.375,-3.72,1.05,0.36
47.40625,-3.85,1.08,0.41
47.4375,-3.83,0.87,0.78
47.46875,-4.2,0.77,0.7
47.5,-3.99,1.26,0.5
47.53125,-4.31,1.48,0.87
47.5625,-4.69,0.95,0.47
47.59375,-4.83,1.13,0.21
47.625,-4.53,1.47,0.59
47.65625,-4.3,1.18,0.14
47.6875,-4.84,1.36,0.43
